prescription_id	component_id	bio_resource_id	barcode
TCMF5193	TCMH970	NPO14602	ITSAJ554-14
TCMF5193	TCMH970	NPO14026.1	ITSAJ554-14
TCMF5193	TCMH1835	NPO22848	ITSAM898-14
TCMF5193	TCMH860	NPO27645	
TCMF5193	TCMH986	NPO28877	ITSAP4211-14
TCMF5193	TCMH2276	NPO23814	ITSAM4603-14
TCMF5193	TCMH120	NPO20902	ITSAN4430-14
TCMF5193	TCMH305	NPO22033	ITSAP4207-14
TCMF5193	TCMH1665	NPO30526	JF755946
TCMF5193	TCMH118	NPO24758	ITSAK3312-14
TCMF5193	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5193	TCMH2295	NPO7977	
TCMF5193	TCMH2208	NPO31274	
TCMF5193	TCMH2581	NPO30648	KC573871
TCMF5193	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMF5193	TCMH658	NPO30339	GBVF2376-11
TCMF5193	TCMH1080	NPO29808	ITSAJ4293-14
TCMF5193	TCMH1746	NPO31458	GQ255631
TCMF5193	TCMH1533	NPO25825	
TCMF5193	TCMH1533	NPO30603	
TCMF5193	TCMH1845	NPO30479	
TCMF5193	TCMH182	NPO29649	ITSAA732-14
TCMF5193	TCMH182	NPO3912	ITSAA732-14
TCMF5193	TCMH1430	NPO22132	ITSAI3101-14
TCMF5193	TCMH1430	NPO9299.1	ITSAI3101-14
TCMF5193	TCMH1430	NPO9299.2	ITSAI3101-14
TCMF5193	TCMH1430	NPO9299.3	ITSAI3101-14
TCMF5193	TCMH1693	NPO24916	GBVE1975-11
TCMF5193	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF5193	TCMH1848	NPO12011	ITSAH1684-14
TCMF5193	TCMH2216	NPO19935	
TCMF5193	TCMH2216	NPO30823	
TCMF5193	TCMH1398	NPO18176	ITSAM882-14
TCMF5193	TCMH33	NPO13274	ITSAJ4138-14
TCMF5193	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF5193	TCMH2618	NPO7317	ITSAA1279-14
TCMF5193	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF5193	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF5193	TCMH2239	NPO6336	ITSAI1576-14
TCMF5193	TCMH243	NPO19584	
TCMF5193	TCMH1741	NPO5241	GENG137-13, GBVH1657-11
TCMF5193	TCMH728	NPO29463	ITSAJ4146-14
TCMF5193	TCMH1681	NPO2723	KU555619
TCMF5193	TCMH1681	NPO45590	KU555619
TCMF5193	TCMH2722	NPO30935	ITSAF2620-14
TCMF5193	TCMH1903	NPO20553	ITSAO3969-14
TCMF5193	TCMH1673	NPO22686	ITSAO2245-14
TCMF5193	TCMH357	NPO5949	
TCMF5193	TCMH188	NPO31056	HM595443
TCMF5193	TCMH1235	NPO30896	CPBOL3116-11
TCMFx5194	TCMH819	NPO31520	ITSAL419-14
TCMFx5194	TCMH1966	NPO8101	ITSAH4578-14
TCMFx5195	TCMH1880	NPO2646	GBMA2112-09
TCMFx5195	TCMH2348	NPO2685	
TCMFx5195	TCMH1753	NPO15315	
TCMFx5195	TCMH1508	NPO7730	MH522406
TCMFx5195	TCMH27	NPO3730	
TCMFx5195	TCMH191	NPO31056	HM595443
TCMFx5195	TCMH2585	NPO6701	SDH069-14
TCMFx5195	TCMH183	NPO17191	GBVK4926-11
TCMFx5195	TCMH471	NPO25993	AY028147
TCMFx5196	TCMH1656	NPO15394	ITSAN4164-14
TCMFx5196	TCMH1656	NPO31058	ITSAN4164-14
TCMFx5196	TCMH1219	NPO4784	
TCMFx5196	TCMH2086	NPO21707	ITSAO4359-14
TCMFx5196	TCMH2596	NPO12556	
TCMFx5196	TCMH1080	NPO29808	ITSAJ4293-14
TCMFx5196	TCMH2618	NPO7317.2	ITSAA1279-14
TCMFx5196	TCMH2618	NPO7317	ITSAA1279-14
TCMFx5196	TCMH2618	NPO7317.1	ITSAA1279-14
TCMFx5196	TCMH606	NPO23577	GBPOL314-13
TCMFx5196	TCMH606	NPO30645	GBPOL314-13
TCMFx5196	TCMH2629	NPO19905	
TCMFx5196	TCMH1240	NPO7539	ITSAD4259-14
TCMFx5196	TCMH705	NPO21707	ITSAO4359-14
TCMFx5196	TCMH2725	NPO22580	
TCMFx5196	TCMH243	NPO19584	
TCMF5197	TCMH728	NPO29463	ITSAJ4146-14
TCMF5197	TCMH2722	NPO30935	ITSAF2620-14
TCMF5197	TCMH2276	NPO23814	ITSAM4603-14
TCMF5197	TCMH2066	NPO17691	ITSAJ4584-14
TCMF5197	TCMH1518	NPO26327	GBVJ2053-11, GBVJ2052-11
TCMF5197	TCMH606	NPO23577	GBPOL314-13
TCMF5197	TCMH606	NPO30645	GBPOL314-13
TCMF5197	TCMH486	NPO3987	GBVI185-11
TCMF5197	TCMH628	NPO7154	ITSAM892-14
TCMF5198	TCMH1199	NPO31136	GENG109-13
TCMF5198	TCMH1535	NPO30744	
TCMF5198	TCMH699	NPO21346	
TCMF5198	TCMH1665	NPO30526	JF755946
TCMF5198	TCMH797	NPO29718	
TCMF5198	TCMH544	NPO12870	ITSAN2146-14
TCMF5198	TCMH211	NPO16087	ITSAN4439-14
TCMF5198	TCMH211	NPO57292	ITSAN4439-14
TCMF5198	TCMH967	NPO9935	ITSAH4762-14
TCMF5198	TCMH1186	NPO17823.1	ITSAO4545-14
TCMF5198	TCMH1186	NPO17823	ITSAO4545-14
TCMF5198	TCMH1487	NPO11577	ITSAM868-14
TCMF5198	TCMH73	NPO7395	ITSAJ4258-14
TCMF5198	TCMH235	NPO10465	
TCMF5198	TCMH1937	NPO24859	
TCMF5198	TCMH1226	NPO31270	AB022790
TCMF5198	TCMH2166	NPO6583	
TCMF5198	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF5198	TCMH2239	NPO6336	ITSAI1576-14
TCMF5198	TCMH421	NPO15462	ITSAF173-14
TCMF5198	TCMH819	NPO31520	ITSAL419-14
TCMFx5199	TCMH451	NPO8101	ITSAH4578-14
TCMFx5199	TCMH1503	NPO20295	ITSAP4516-14
TCMFx5199	TCMH819	NPO31520	ITSAL419-14
TCMFx5199	TCMH1597	NPO18340	ITSAM2109-14
TCMFx5199	TCMH848	NPO24778	GENG619-14, GBVT1400-13
TCMFx5199	TCMH848	NPO63955	GENG619-14, GBVT1400-13
TCMF5200	TCMH819	NPO31520	ITSAL419-14
TCMF5200	TCMH1503	NPO20295	ITSAP4516-14
TCMF5200	TCMH526	NPO16850	ITSAM1588-14
TCMF5200	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5200	TCMH1797	NPO28265.1	ITSAL1073-14
TCMF5200	TCMH1797	NPO10590.1	ITSAL1073-14
TCMF5200	TCMH1797	NPO28265	ITSAL1073-14
TCMF5200	TCMH1797	NPO51539	ITSAL1073-14
TCMF5200	TCMH1597	NPO18340	ITSAM2109-14
TCMF5200	TCMH1794	NPO28265.1	ITSAL1073-14
TCMF5200	TCMH1794	NPO10590.1	ITSAL1073-14
TCMF5200	TCMH1794	NPO28265	ITSAL1073-14
TCMF5200	TCMH1794	NPO51539	ITSAL1073-14
TCMF5200	TCMH1133	NPO7372	ITSAJ4477-14
TCMF5200	TCMH611	NPO19774	ITSAE336-14
TCMF5201	TCMH2195	NPO24428	
TCMF5201	TCMH222	NPO4902	ITSAH2410-14
TCMF5201	TCMH623	NPO29861	ITSAH2410-14
TCMF5201	TCMH2166	NPO6583	
TCMF5201	TCMH562	NPO16755	ITSAE3225-14
TCMF5201	TCMH1398	NPO18176	ITSAM882-14
TCMF5201	TCMH776	NPO4865	EF450290
TCMF5201	TCMH2239	NPO6336.1	ITSAI1576-14
TCMF5201	TCMH2239	NPO6336	ITSAI1576-14
TCMF5201	TCMH58	NPO30602	GBVT1136-13, GBVA2048-11
TCMF5201	TCMH404	NPO23372	
TCMF5201	TCMH456	NPO23298	
TCMF5201	TCMH1753	NPO15315	
TCMF5201	TCMH2073	NPO14992	ITSAN1047-14
TCMF5201	TCMH2073	NPO56307	ITSAN1047-14
TCMF5201	TCMH865	NPO18311	ITSAI2447-14
TCMF5201	TCMH421	NPO15462	ITSAF173-14
TCMF5201	TCMH305	NPO22033	ITSAP4207-14
TCMF5201	TCMH258	NPO19352.1	GBVX7902-15
TCMF5201	TCMH258	NPO19352	GBVX7902-15
TCMF5201	TCMH258	NPO50741	GBVX7902-15
TCMF5201	TCMH761	NPO31458	GQ255631
TCMF5201	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5201	TCMH700	NPO24093	GBVM3977-11
TCMF5201	TCMH1966	NPO8101	ITSAH4578-14
TCMF5201	TCMH426	NPO16741.2	ITSAL4530-14
TCMF5201	TCMH426	NPO14959.1	ITSAL4530-14
TCMF5201	TCMH426	NPO16741	ITSAL4530-14
TCMF5201	TCMH426	NPO16741.1	ITSAL4530-14
TCMF5201	TCMH120	NPO20902	ITSAN4430-14
TCMF5201	TCMH606	NPO23577	GBPOL314-13
TCMF5201	TCMH606	NPO30645	GBPOL314-13
TCMF5201	TCMH1533	NPO25825	
TCMF5201	TCMH1533	NPO30603	
TCMF5201	TCMH2265	NPO22796	GENG1049-15
TCMF5201	TCMH214	NPO10494	KY454001
TCMF5201	TCMH1920	NPO8666	ITSAI4409-14
TCMF5201	TCMH986	NPO28877	ITSAP4211-14
TCMF5201	TCMH363	NPO20881	ITSAJ4685-14
TCMF5201	TCMH183	NPO17191	GBVK4926-11
TCMFx5202	TCMH1880	NPO2646	GBMA2112-09
TCMFx5202	TCMH2348	NPO2685	
TCMFx5202	TCMH191	NPO31056	HM595443
TCMFx5202	TCMH1753	NPO15315	
TCMFx5202	TCMH1508	NPO7730	MH522406
TCMFx5202	TCMH491	NPO6640	
TCMFx5202	TCMH27	NPO3730	
TCMFx5203	TCMH189	NPO17946	
TCMFx5203	TCMH189	NPO30195	
TCMFx5203	TCMH188	NPO31056	HM595443
TCMF5204	TCMH606	NPO23577	GBPOL314-13
TCMF5204	TCMH606	NPO30645	GBPOL314-13
TCMF5204	TCMH728	NPO29463	ITSAJ4146-14
TCMF5204	TCMH2722	NPO30935	ITSAF2620-14
TCMF5204	TCMH628	NPO7154	ITSAM892-14
TCMF5204	TCMH2276	NPO23814	ITSAM4603-14
TCMF5204	TCMH1518	NPO26327	GBVJ2053-11, GBVJ2052-11
TCMF5204	TCMH2066	NPO17691	ITSAJ4584-14
TCMF5204	TCMH486	NPO3987	GBVI185-11
TCMFx5205	TCMH189	NPO17946	
TCMFx5205	TCMH189	NPO30195	
TCMFx5205	TCMH2585	NPO6701	SDH069-14
TCMFx5205	TCMH183	NPO17191	GBVK4926-11
TCMFx5205	TCMH1231	NPO24552	ITSAL4555-14
TCMFx5205	TCMH1463	NPO2646	GBMA2112-09
TCMFx5206	TCMH635	NPO7154	ITSAM892-14
TCMFx5206	TCMH789	NPO1515	ITSAI3881-14
TCMFx5207	TCMH819	NPO31520	ITSAL419-14
TCMF5208	TCMH421	NPO15462	ITSAF173-14
TCMF5208	TCMH517	NPO22273	ITSAF170-14
TCMF5208	TCMH1673	NPO22686	ITSAO2245-14
TCMF5208	TCMH211	NPO16087	ITSAN4439-14
TCMF5208	TCMH211	NPO57292	ITSAN4439-14
TCMF5208	TCMH118	NPO24758	ITSAK3312-14
TCMF5208	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5208	TCMH524	NPO16850	ITSAM1588-14
TCMF5208	TCMH1665	NPO30526	JF755946
TCMF5208	TCMH296	NPO16160	
TCMF5208	TCMH1059	NPO7635	ITSAJ4675-14
TCMF5208	TCMH672	NPO23911	ITSAK2176-14
TCMF5208	TCMH1141	NPO8789	ITSAL858-14
TCMF5208	TCMH562	NPO16755	ITSAE3225-14
TCMF5208	TCMH222	NPO4902	ITSAH2410-14
TCMF5208	TCMH305	NPO22033	ITSAP4207-14
TCMF5208	TCMH451	NPO8101	ITSAH4578-14
TCMF5208	TCMH2343	NPO4802	ITSAO4295-14
TCMF5208	TCMH628	NPO7154	ITSAM892-14
TCMF5208	TCMH1398	NPO18176	ITSAM882-14
TCMF5208	TCMH1508	NPO7730	MH522406
TCMF5208	TCMH1742	NPO31458	GQ255631
TCMF5208	TCMH1753	NPO15315	
TCMF5208	TCMH2585	NPO6701	SDH069-14
TCMF5208	TCMH1321	NPO13037	
TCMF5208	TCMH2348	NPO2685	
TCMF5208	TCMH789	NPO1515	ITSAI3881-14
TCMF5208	TCMH1880	NPO2646	GBMA2112-09
TCMFx5209	TCMH1880	NPO2646	GBMA2112-09
TCMFx5209	TCMH865	NPO18311	ITSAI2447-14
TCMFx5209	TCMH2585	NPO6701	SDH069-14
TCMFx5209	TCMH517	NPO22273	ITSAF170-14
TCMFx5209	TCMH183	NPO17191	GBVK4926-11
TCMFx5209	TCMH2348	NPO2685	
TCMFx5209	TCMH189	NPO17946	
TCMFx5209	TCMH189	NPO30195	
TCMFx5209	TCMH451	NPO8101	ITSAH4578-14
TCMFx5209	TCMH1768	NPO21891	ITSAO2360-14
TCMF5210	TCMH127	NPO31050	KJ765825
TCMF5210	TCMH2494	NPO11100	ITSAN1371-14
TCMF5210	TCMH628	NPO7154	ITSAM892-14
TCMFx5211	TCMH2545	NPO1436	ITSAJ4504-14
TCMFx5212	TCMH120	NPO20902	ITSAN4430-14
TCMFx5212	TCMH2102	NPO6456	
TCMFx5212	TCMH606	NPO23577	GBPOL314-13
TCMFx5212	TCMH606	NPO30645	GBPOL314-13
TCMFx5212	TCMH695	NPO14112	ITSAM939-14
TCMFx5212	TCMH628	NPO7154	ITSAM892-14
TCMFx5212	TCMH188	NPO31056	HM595443
TCMFx5212	TCMH426	NPO16741.2	ITSAL4530-14
TCMFx5212	TCMH426	NPO14959.1	ITSAL4530-14
TCMFx5212	TCMH426	NPO16741	ITSAL4530-14
TCMFx5212	TCMH426	NPO16741.1	ITSAL4530-14
TCMFx5212	TCMH916	NPO13515	
TCMFx5213	TCMH1329	NPO25778	
TCMFx5213	TCMH2183	NPO30300	
TCMFx5213	TCMH2267	NPO12796	ITSAJ4400-14, GBVP4570-15
TCMFx5213	TCMH981	NPO24846	ITSAK2981-14
TCMFx5213	TCMH2551	NPO23518	ITSAM921-14
TCMFx5213	TCMH421	NPO15462	ITSAF173-14
TCMF5214	TCMH1845	NPO30479	
TCMF5214	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF5214	TCMH1848	NPO12011	ITSAH1684-14
TCMF5214	TCMH819	NPO31520	ITSAL419-14
TCMF5214	TCMH426	NPO16741.2	ITSAL4530-14
TCMF5214	TCMH426	NPO14959.1	ITSAL4530-14
TCMF5214	TCMH426	NPO16741	ITSAL4530-14
TCMF5214	TCMH426	NPO16741.1	ITSAL4530-14
TCMF5214	TCMH120	NPO20902	ITSAN4430-14
TCMF5214	TCMH606	NPO23577	GBPOL314-13
TCMF5214	TCMH606	NPO30645	GBPOL314-13
TCMF5214	TCMH1059	NPO7635	ITSAJ4675-14
TCMF5214	TCMH421	NPO15462	ITSAF173-14
TCMF5214	TCMH761	NPO31458	GQ255631
TCMF5214	TCMH628	NPO7154	ITSAM892-14
TCMF5214	TCMH104	NPO30226	ITSAH2416-14
TCMF5214	TCMH104	NPO9798	ITSAH2416-14
TCMF5214	TCMH1423	NPO9261	ITSAJ4140-14
TCMF5214	TCMH1966	NPO8101	ITSAH4578-14
TCMF5215	TCMH2710	NPO1797	
TCMF5215	TCMH2202	NPO8187	ITSAM2867-14
TCMF5215	TCMH1721	NPO29141	GBVE1679-11
TCMF5215	TCMH1721	NPO41246	GBVE1679-11
TCMF5215	TCMH1721	NPO41733	GBVE1679-11
TCMF5215	TCMH606	NPO23577	GBPOL314-13
TCMF5215	TCMH606	NPO30645	GBPOL314-13
TCMF5215	TCMH628	NPO7154	ITSAM892-14
TCMF5215	TCMH421	NPO15462	ITSAF173-14
TCMF5215	TCMH2265	NPO22796	GENG1049-15
TCMF5215	TCMH2376	NPO827	
TCMF5215	TCMH451	NPO8101	ITSAH4578-14
TCMF5215	TCMH1508	NPO7730	MH522406
TCMF5215	TCMH949	NPO24476.1	ITSAM1586-14
TCMF5215	TCMH949	NPO24476	ITSAM1586-14
TCMF5215	TCMH110	NPO30641	
TCMF5215	TCMH12	NPO28276	ITSAE2504-14
TCMF5215	TCMH120	NPO20902	ITSAN4430-14
TCMF5215	TCMH670	NPO18951	ITSAP3226-14
TCMF5215	TCMH249	NPO29756	KU879012
TCMF5215	TCMH1742	NPO31458	GQ255631
TCMF5215	TCMH305	NPO22033	ITSAP4207-14
TCMF5215	TCMH1513	NPO29741	
TCMF5215	TCMH2473	NPO23548	ITSAN1807-14
TCMF5215	TCMH178	NPO28324	
TCMF5215	TCMH1681	NPO2723	KU555619
TCMF5215	TCMH1681	NPO45590	KU555619
TCMFx5216	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMFx5216	TCMH147	NPO8874	ITSAF389-14
TCMFx5216	TCMH890	NPO15826	ITSAM1591-14
TCMFx5216	TCMH925	NPO4109	
TCMFx5216	TCMH1656	NPO15394	ITSAN4164-14
TCMFx5216	TCMH1656	NPO31058	ITSAN4164-14
TCMFx5216	TCMH986	NPO28877	ITSAP4211-14
TCMFx5216	TCMH2596	NPO12556	
TCMFx5216	TCMH1080	NPO29808	ITSAJ4293-14
TCMFx5216	TCMH677	NPO30303	ITSAJ4206-14
TCMFx5216	TCMH2086	NPO21707	ITSAO4359-14
TCMFx5216	TCMH1219	NPO4784	
TCMFx5216	TCMH2723	NPO25195	
TCMF5217	TCMH1880	NPO2646	GBMA2112-09
TCMF5217	TCMH421	NPO15462	ITSAF173-14
TCMF5217	TCMH865	NPO18311	ITSAI2447-14
TCMF5217	TCMH1753	NPO15315	
TCMF5217	TCMH1768	NPO21891	ITSAO2360-14
TCMF5217	TCMH972	NPO5649.1	ITSAO4469-14
TCMF5217	TCMH972	NPO5649	ITSAO4469-14
TCMF5217	TCMH407	NPO5743	ITSAH2408-14
TCMF5217	TCMH305	NPO22033	ITSAP4207-14
TCMF5217	TCMH1508	NPO7730	MH522406
TCMF5217	TCMH1343	NPO11578.2	ITSAO4714-14
TCMF5217	TCMH1343	NPO11578	ITSAO4714-14
TCMF5217	TCMH1343	NPO11578.1	ITSAO4714-14
TCMF5217	TCMH1343	NPO46756	ITSAO4714-14
TCMFx5218	TCMH298	NPO3578	ITSAO3492-14
TCMFx5219	TCMH426	NPO16741.2	ITSAL4530-14
TCMFx5219	TCMH426	NPO14959.1	ITSAL4530-14
TCMFx5219	TCMH426	NPO16741	ITSAL4530-14
TCMFx5219	TCMH426	NPO16741.1	ITSAL4530-14
TCMFx5219	TCMH1984	NPO13898	GBVT1159-13, GBVT1242-13
TCMFx5219	TCMH2378	NPO9756	
TCMFx5219	TCMH661	NPO14260	
TCMFx5220	TCMH421	NPO15462	ITSAF173-14
TCMFx5220	TCMH865	NPO18311	ITSAI2447-14
TCMFx5220	TCMH2044	NPO29935	ITSAJ4578-14
TCMFx5220	TCMH1508	NPO7730	MH522406
TCMFx5220	TCMH118	NPO24758	ITSAK3312-14
TCMFx5220	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx5220	TCMH1396	NPO4640	ITSAK4834-14
TCMF5222	TCMH2195	NPO24428	
TCMF5222	TCMH2129	NPO25972	GBMIN33972-13
TCMF5222	TCMH456	NPO23298	
TCMF5222	TCMH517	NPO22273	ITSAF170-14
TCMF5222	TCMH1665	NPO30526	JF755946
TCMF5222	TCMH1141	NPO8789	ITSAL858-14
TCMF5222	TCMH296	NPO16160	
TCMF5222	TCMH222	NPO4902	ITSAH2410-14
TCMF5222	TCMH2166	NPO6583	
TCMF5222	TCMH562	NPO16755	ITSAE3225-14
TCMF5222	TCMH2265	NPO22796	GENG1049-15
TCMF5222	TCMH761	NPO31458	GQ255631
TCMF5223	TCMH363	NPO20881	ITSAJ4685-14
TCMF5223	TCMH1114	NPO11230	
TCMF5223	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF5223	TCMH2630	NPO7317	ITSAA1279-14
TCMF5223	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF5223	TCMH228	NPO29401	ITSAM2218-14
TCMF5223	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF5223	TCMH2641	NPO52183	ITSAJ4473-14
TCMF5223	TCMH2641	NPO9518	ITSAJ4473-14
TCMF5223	TCMH2376	NPO827	
TCMF5223	TCMH986	NPO28877	ITSAP4211-14
TCMF5223	TCMH1533	NPO25825	
TCMF5223	TCMH1533	NPO30603	
TCMF5223	TCMH2494	NPO11100	ITSAN1371-14
TCMF5223	TCMH189	NPO17946	
TCMF5223	TCMH189	NPO30195	
TCMF5224	TCMH1721	NPO29141	GBVE1679-11
TCMF5224	TCMH1721	NPO41246	GBVE1679-11
TCMF5224	TCMH1721	NPO41733	GBVE1679-11
TCMF5224	TCMH628	NPO7154	ITSAM892-14
TCMF5224	TCMH2202	NPO8187	ITSAM2867-14
TCMF5224	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMF5224	TCMH2641	NPO52183	ITSAJ4473-14
TCMF5224	TCMH2641	NPO9518	ITSAJ4473-14
TCMF5224	TCMH12	NPO28276	ITSAE2504-14
TCMF5224	TCMH972	NPO5649.1	ITSAO4469-14
TCMF5224	TCMH972	NPO5649	ITSAO4469-14
TCMF5224	TCMH147	NPO8874	ITSAF389-14
TCMF5224	TCMH407	NPO5743	ITSAH2408-14
TCMF5224	TCMH2343	NPO4802	ITSAO4295-14
TCMF5224	TCMH120	NPO20902	ITSAN4430-14
TCMF5224	TCMH104	NPO30226	ITSAH2416-14
TCMF5224	TCMH104	NPO9798	ITSAH2416-14
TCMF5224	TCMH606	NPO23577	GBPOL314-13
TCMF5224	TCMH606	NPO30645	GBPOL314-13
TCMF5224	TCMH1845	NPO30479	
TCMF5224	TCMH1588	NPO15077	ITSAJ4612-14
TCMF5224	TCMH305	NPO22033	ITSAP4207-14
TCMF5224	TCMH2334	NPO17206	ITSAC1509-14
TCMF5224	TCMH524	NPO16850	ITSAM1588-14
TCMF5224	TCMH421	NPO15462	ITSAF173-14
TCMF5224	TCMH2090	NPO22309	
TCMF5224	TCMH451	NPO8101	ITSAH4578-14
TCMF5224	TCMH1513	NPO29741	
TCMF5224	TCMH1423	NPO9261	ITSAJ4140-14
TCMF5224	TCMH2149	NPO28669	ITSAP4209-14
TCMF5224	TCMH228	NPO29401	ITSAM2218-14
TCMF5224	TCMH1933	NPO18039	
TCMF5224	TCMH2183	NPO30300	
TCMF5225	TCMH1859	NPO7216	GBVH4071-11
TCMF5225	TCMH381	NPO31050	KJ765825
TCMF5225	TCMH677	NPO30303	ITSAJ4206-14
TCMF5225	TCMH497	NPO27785	ITSAN4825-14
TCMF5225	TCMH497	NPO48418	ITSAN4825-14
TCMF5225	TCMH72	NPO10780	ITSAJ4380-14
TCMF5225	TCMH1681	NPO2723	KU555619
TCMF5225	TCMH1681	NPO45590	KU555619
TCMF5225	TCMH562	NPO16755	ITSAE3225-14
TCMFx5226	TCMH1880	NPO2646	GBMA2112-09
TCMFx5226	TCMH517	NPO22273	ITSAF170-14
TCMFx5226	TCMH118	NPO24758	ITSAK3312-14
TCMFx5226	TCMH118	NPO24758.1	ITSAK3312-14
TCMFx5226	TCMH296	NPO16160	
TCMFx5226	TCMH222	NPO4902	ITSAH2410-14
TCMFx5226	TCMH1742	NPO31458	GQ255631
TCMFx5226	TCMH1090	NPO29007	ITSAJ4546-14
TCMFx5226	TCMH2161	NPO30164	
TCMFx5226	TCMH2161	NPO40525	
TCMFx5226	TCMH2094	NPO24613	GBVY604-14
TCMFx5226	TCMH130	NPO19048	GBVT1123-13, GBVY1693-14
TCMFx5226	TCMH1063	NPO24124	ITSAP2805-14
TCMFx5226	TCMH211	NPO16087	ITSAN4439-14
TCMFx5226	TCMH211	NPO57292	ITSAN4439-14
TCMFx5226	TCMH2267	NPO12796	ITSAJ4400-14, GBVP4570-15
TCMFx5226	TCMH12	NPO28276	ITSAE2504-14
TCMFx5226	TCMH865	NPO18311	ITSAI2447-14
TCMFx5226	TCMH189	NPO17946	
TCMFx5226	TCMH189	NPO30195	
TCMFx5226	TCMH183	NPO17191	GBVK4926-11
TCMFx5226	TCMH2585	NPO6701	SDH069-14
TCMFx5226	TCMH472	NPO25993	AY028147
TCMFx5226	TCMH2562	NPO3854	ITSAH2419-14
TCMF5227	TCMH120	NPO20902	ITSAN4430-14
TCMF5227	TCMH1848	NPO12011.1	ITSAH1684-14
TCMF5227	TCMH1848	NPO12011	ITSAH1684-14
TCMF5227	TCMH2618	NPO7317.2	ITSAA1279-14
TCMF5227	TCMH2618	NPO7317	ITSAA1279-14
TCMF5227	TCMH2618	NPO7317.1	ITSAA1279-14
TCMF5227	TCMH1080	NPO29808	ITSAJ4293-14
TCMF5227	TCMH2630	NPO7317.2	ITSAA1279-14
TCMF5227	TCMH2630	NPO7317	ITSAA1279-14
TCMF5227	TCMH2630	NPO7317.1	ITSAA1279-14
TCMF5227	TCMH243	NPO19584	
TCMF5227	TCMH1430	NPO22132	ITSAI3101-14
TCMF5227	TCMH1430	NPO9299.1	ITSAI3101-14
TCMF5227	TCMH1430	NPO9299.2	ITSAI3101-14
TCMF5227	TCMH1430	NPO9299.3	ITSAI3101-14
TCMF5227	TCMH1307	NPO11035	
TCMF5228	TCMH761	NPO31458	GQ255631
TCMF5228	TCMH118	NPO24758	ITSAK3312-14
TCMF5228	TCMH118	NPO24758.1	ITSAK3312-14
TCMF5228	TCMH562	NPO16755	ITSAE3225-14
TCMF5228	TCMH228	NPO29401	ITSAM2218-14
TCMF5228	TCMH1665	NPO30526	JF755946
TCMF5228	TCMH104	NPO30226	ITSAH2416-14
TCMF5228	TCMH104	NPO9798	ITSAH2416-14
TCMF5228	TCMH677	NPO30303	ITSAJ4206-14
TCMF5228	TCMH1080	NPO29808	ITSAJ4293-14
TCMF5228	TCMH1219	NPO4784	
TCMF5228	TCMH628	NPO7154	ITSAM892-14
TCMF5228	TCMH1903	NPO20553	ITSAO3969-14
TCMFx5229	TCMH695	NPO14112	ITSAM939-14
TCMFx5229	TCMH1709	NPO30810	
TCMFx5229	TCMH2090	NPO22309	
TCMFx5229	TCMH1665	NPO30526	JF755946
TCMFx5229	TCMH562	NPO16755	ITSAE3225-14
TCMFx5229	TCMH228	NPO29401	ITSAM2218-14
TCMFx5229	TCMH188	NPO31056	HM595443
TCMFx5229	TCMH1281	NPO8277	
TCMFx5229	TCMH1127	NPO1515	ITSAI3881-14
TCMFx5229	TCMH552	NPO2172	
TCMFx5229	TCMH2102	NPO6456	
TCMFx5229	TCMH2094	NPO24613	GBVY604-14
TCMFx5229	TCMH925	NPO4109	
TCMFx5229	TCMH258	NPO19352.1	GBVX7902-15
TCMFx5229	TCMH258	NPO19352	GBVX7902-15
TCMFx5229	TCMH258	NPO50741	GBVX7902-15
TCMFx5229	TCMH2641	NPO9518.1	ITSAJ4473-14
TCMFx5229	TCMH2641	NPO52183	ITSAJ4473-14
TCMFx5229	TCMH2641	NPO9518	ITSAJ4473-14
TCMFx5229	TCMH986	NPO28877	ITSAP4211-14
TCMFx5229	TCMH718	NPO18443	GBVE2055-11
TCMFx5229	TCMH1423	NPO9261	ITSAJ4140-14
TCMFx5229	TCMH2343	NPO4802	ITSAO4295-14
TCMFx5229	TCMH628	NPO7154	ITSAM892-14
TCMFx5229	TCMH1294	NPO2831	
TCMFx5229	TCMH916	NPO13515	
TCMFx5229	TCMH183	NPO17191	GBVK4926-11
TCMFx5230	TCMH1753	NPO15315	
TCMFx5230	TCMH1508	NPO7730	MH522406
TCMFx5230	TCMH2188	NPO882	
TCMFx5230	TCMH456	NPO23298	
TCMFx5230	TCMH1511	NPO19870	ITSAJ4256-14
TCMFx5230	TCMH421	NPO15462	ITSAF173-14
